"编号","区","性质","办园类型","办园等级","幼儿园","片区","园区/分园","地址","高德POI名称","高德POI地址","高德经纬度","距西岸网易研发中心","高德搜索链接","联系电话","托班计划","小班计划","对口居委/招生范围","招生类型","置信度","备注","主要来源"
"PD402","浦东","公办","公办","二级","上海市浦东新区瓦屑幼儿园","浦东/待归类","上海市浦东新区瓦屑幼儿园瑞和部","上海市浦东新区浦东新区瑞和路176号","浦东新区瓦屑幼儿园瑞和部","瑞和路168弄-7号","121.589777,31.087079","高德直线约 14.64 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E7%93%A6%E5%B1%91%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E7%93%A6%E5%B1%91%E5%B9%BC%E5%84%BF%E5%9B%AD%E7%91%9E%E5%92%8C%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E7%91%9E%E5%92%8C%E8%B7%AF176%E5%8F%B7","021-33892800-623","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD403","浦东","公办","公办","二级","上海市浦东新区三林镇中心幼儿园","浦东/三林","上海市浦东新区三林镇中心幼儿园","上海市浦东新区三林镇三新路1号","三林镇中心幼儿园","三新路1号","121.506150,31.140319","高德直线约 4.83 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E4%B8%89%E6%9E%97%E9%95%87%E4%B8%AD%E5%BF%83%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E4%B8%89%E6%9E%97%E9%95%87%E4%B8%AD%E5%BF%83%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E4%B8%89%E6%9E%97%E9%95%87%E4%B8%89%E6%96%B0%E8%B7%AF1%E5%8F%B7","58410379","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD404","浦东","公办","公办","二级","上海市浦东新区南码头幼儿园","浦东/南码头","上海市浦东新区南码头幼儿园分部","上海市浦东新区东三街102弄27号","高德地址坐标（非POI精确匹配）","上海市浦东新区东三街102弄21幢","121.510502,31.200960","高德直线约 6.97 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%8D%97%E7%A0%81%E5%A4%B4%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%8D%97%E7%A0%81%E5%A4%B4%E5%B9%BC%E5%84%BF%E5%9B%AD%E5%88%86%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E4%B8%9C%E4%B8%89%E8%A1%97102%E5%BC%8427%E5%8F%B7","58393052","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD405","浦东","公办","公办","二级","上海市浦东新区南码头幼儿园","浦东/南码头","上海市浦东新区南码头幼儿园总部","上海市浦东新区南码头路193弄10号","高德地址坐标（非POI精确匹配）","上海市浦东新区南码头路193弄10号","121.509512,31.199106","高德直线约 6.76 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%8D%97%E7%A0%81%E5%A4%B4%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%8D%97%E7%A0%81%E5%A4%B4%E5%B9%BC%E5%84%BF%E5%9B%AD%E6%80%BB%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%8D%97%E7%A0%81%E5%A4%B4%E8%B7%AF193%E5%BC%8410%E5%8F%B7","58702988","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD406","浦东","公办","公办","二级","上海市浦东新区上钢九村幼儿园","浦东/上钢","上海市浦东新区上钢九村幼儿园分部","上海市浦东新区耀华路414弄16号","上钢九村幼儿园(成山路)","西营路33弄10(长清路地铁站3号口步行470米)","121.484747,31.171029","高德直线约 2.94 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E4%B8%8A%E9%92%A2%E4%B9%9D%E6%9D%91%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E4%B8%8A%E9%92%A2%E4%B9%9D%E6%9D%91%E5%B9%BC%E5%84%BF%E5%9B%AD%E5%88%86%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E8%80%80%E5%8D%8E%E8%B7%AF414%E5%BC%8416%E5%8F%B7","50878228","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD407","浦东","公办","公办","二级","上海市浦东新区上钢九村幼儿园","浦东/上钢","上海市浦东新区上钢九村幼儿园总部","上海市浦东新区西营路33弄10号","上钢九村幼儿园(成山路)","西营路33弄10(长清路地铁站3号口步行470米)","121.484747,31.171029","高德直线约 2.94 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E4%B8%8A%E9%92%A2%E4%B9%9D%E6%9D%91%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E4%B8%8A%E9%92%A2%E4%B9%9D%E6%9D%91%E5%B9%BC%E5%84%BF%E5%9B%AD%E6%80%BB%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E8%A5%BF%E8%90%A5%E8%B7%AF33%E5%BC%8410%E5%8F%B7","50560688","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD408","浦东","公办","公办","二级","上海市浦东新区惠南西门幼儿园","浦东/惠南","上海市浦东新区惠南西门幼儿园北园","上海市浦东新区惠南镇香光路5号","浦东新区惠南西门幼儿园","香光路5号","121.752778,31.045611","高德直线约 30.56 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%83%A0%E5%8D%97%E8%A5%BF%E9%97%A8%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%83%A0%E5%8D%97%E8%A5%BF%E9%97%A8%E5%B9%BC%E5%84%BF%E5%9B%AD%E5%8C%97%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%83%A0%E5%8D%97%E9%95%87%E9%A6%99%E5%85%89%E8%B7%AF5%E5%8F%B7","58022253","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD409","浦东","公办","公办","二级","上海市浦东新区惠南西门幼儿园","浦东/惠南","上海市浦东新区惠南西门幼儿园南园","上海市浦东新区惠南镇听潮南路928号","浦东新区惠南西门幼儿园(南园)","听潮南路928号","121.739890,31.027013","高德直线约 30.37 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%83%A0%E5%8D%97%E8%A5%BF%E9%97%A8%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%83%A0%E5%8D%97%E8%A5%BF%E9%97%A8%E5%B9%BC%E5%84%BF%E5%9B%AD%E5%8D%97%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%83%A0%E5%8D%97%E9%95%87%E5%90%AC%E6%BD%AE%E5%8D%97%E8%B7%AF928%E5%8F%B7","68183509","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD410","浦东","公办","公办","二级","上海市浦东新区民乐第二幼儿园","浦东/待归类","上海市浦东新区民乐第二幼儿园","上海市浦东新区拱亮路285号","高德地址坐标（非POI精确匹配）","上海市浦东新区拱亮路285号","121.744365,31.056313","高德直线约 29.36 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%B0%91%E4%B9%90%E7%AC%AC%E4%BA%8C%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%B0%91%E4%B9%90%E7%AC%AC%E4%BA%8C%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%8B%B1%E4%BA%AE%E8%B7%AF285%E5%8F%B7","021-58000268","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD411","浦东","公办","公办","二级","上海市浦东新区馨苑幼儿园","浦东/待归类","上海市浦东新区馨苑幼儿园","上海市浦东新区橄榄路560号","高德地址坐标（非POI精确匹配）","上海市浦东新区橄榄路560号","121.903630,30.890412","高德直线约 51.67 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E9%A6%A8%E8%8B%91%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E9%A6%A8%E8%8B%91%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%A9%84%E6%A6%84%E8%B7%AF560%E5%8F%B7","021-58265600","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD412","浦东","公办","公办","二级","上海市浦东新区六灶幼儿园","浦东/川沙","上海市浦东新区六灶幼儿园中大班部","上海市浦东新区川沙新镇鹿溪路101号","上海市浦东新区六灶幼儿园","六灶镇鹿溪路101号","121.698233,31.110495","高德直线约 23.33 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%85%AD%E7%81%B6%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%85%AD%E7%81%B6%E5%B9%BC%E5%84%BF%E5%9B%AD%E4%B8%AD%E5%A4%A7%E7%8F%AD%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%B7%9D%E6%B2%99%E6%96%B0%E9%95%87%E9%B9%BF%E6%BA%AA%E8%B7%AF101%E5%8F%B7","58166943","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD413","浦东","公办","公办","二级","上海市浦东新区六灶幼儿园","浦东/六灶","上海市浦东新区六灶幼儿园小班部","上海市浦东新区六灶周祝公路2231号","上海市浦东新区六灶幼儿园分园","六灶镇周祝公路2231号","121.694505,31.116048","高德直线约 22.86 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%85%AD%E7%81%B6%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%85%AD%E7%81%B6%E5%B9%BC%E5%84%BF%E5%9B%AD%E5%B0%8F%E7%8F%AD%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%85%AD%E7%81%B6%E5%91%A8%E7%A5%9D%E5%85%AC%E8%B7%AF2231%E5%8F%B7","58162943","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD414","浦东","公办","公办","二级","上海市浦东新区杨思幼儿园","浦东/杨思","上海市浦东新区杨思幼儿园南园","上海市浦东新区西营南路75号","上海市浦东新区杨思幼儿园","西营南路75号","121.486427,31.157905","高德直线约 2.62 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%9D%A8%E6%80%9D%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%9D%A8%E6%80%9D%E5%B9%BC%E5%84%BF%E5%9B%AD%E5%8D%97%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E8%A5%BF%E8%90%A5%E5%8D%97%E8%B7%AF75%E5%8F%B7","58420385","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD415","浦东","公办","公办","二级","上海市浦东新区杨思幼儿园","浦东/杨思","上海市浦东新区杨思幼儿园北园","上海市浦东新区新村路56号","上海市浦东新区杨思幼儿园(新部)","新村路50号(杨思地铁站1号口步行410米)","121.495647,31.163377","高德直线约 3.57 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%9D%A8%E6%80%9D%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%9D%A8%E6%80%9D%E5%B9%BC%E5%84%BF%E5%9B%AD%E5%8C%97%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%96%B0%E6%9D%91%E8%B7%AF56%E5%8F%B7","021-58425258","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD416","浦东","公办","公办","二级","上海市浦东新区冰厂田临港幼儿园","浦东/临港","上海市浦东新区冰厂田临港幼儿园夏栎部","上海市浦东新区夏栎路193号","上海市浦东新区冰厂田临港幼儿园(夏栎部)","夏栎路193号","121.917609,30.912333","高德直线约 51.44 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%86%B0%E5%8E%82%E7%94%B0%E4%B8%B4%E6%B8%AF%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%86%B0%E5%8E%82%E7%94%B0%E4%B8%B4%E6%B8%AF%E5%B9%BC%E5%84%BF%E5%9B%AD%E5%A4%8F%E6%A0%8E%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%A4%8F%E6%A0%8E%E8%B7%AF193%E5%8F%B7","021-20960930","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD417","浦东","公办","公办","二级","上海市浦东新区冰厂田临港幼儿园","浦东/临港","上海市浦东新区冰厂田临港幼儿园欧景部","上海市浦东新区夏栎路333弄171号","上海市浦东新区冰厂田临港幼儿园欧景部","夏栎路333弄171号","121.914108,30.913773","高德直线约 51.07 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%86%B0%E5%8E%82%E7%94%B0%E4%B8%B4%E6%B8%AF%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%86%B0%E5%8E%82%E7%94%B0%E4%B8%B4%E6%B8%AF%E5%B9%BC%E5%84%BF%E5%9B%AD%E6%AC%A7%E6%99%AF%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%A4%8F%E6%A0%8E%E8%B7%AF333%E5%BC%84171%E5%8F%B7","021-20960930","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD418","浦东","公办","公办","二级","上海市浦东新区罗山幼儿园","浦东/待归类","上海市浦东新区罗山幼儿园","上海市浦东新区万德路52弄34号","上海市浦东新区罗山幼儿园","万德路52弄-34","121.558126,31.248272","高德直线约 13.90 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E7%BD%97%E5%B1%B1%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E7%BD%97%E5%B1%B1%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E4%B8%87%E5%BE%B7%E8%B7%AF52%E5%BC%8434%E5%8F%B7","58510169","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD419","浦东","公办","公办","二级","上海市浦东新区康梧幼儿园","浦东/待归类","上海市浦东新区康梧幼儿园","上海市浦东新区康梧路978弄23号","高德地址坐标（非POI精确匹配）","上海市浦东新区康梧路978","121.555726,31.122393","高德直线约 9.95 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%BA%B7%E6%A2%A7%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%BA%B7%E6%A2%A7%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%BA%B7%E6%A2%A7%E8%B7%AF978%E5%BC%8423%E5%8F%B7","021-58110176","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD420","浦东","公办","公办","二级","上海市今日学校幼儿园","浦东/待归类","上海市今日学校幼儿园","上海市浦东新区三三公路4958号","高德地址坐标（非POI精确匹配）","上海市浦东新区三三公路4958号","121.903157,30.953766","高德直线约 47.93 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BB%8A%E6%97%A5%E5%AD%A6%E6%A0%A1%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BB%8A%E6%97%A5%E5%AD%A6%E6%A0%A1%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E4%B8%89%E4%B8%89%E5%85%AC%E8%B7%AF4958%E5%8F%B7","58291219-6047","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
